Repeat,RepeatModeler Classification,Class,Sub-Class,Super-Family,Notes
rnd-6_family-6220,LTR/ERV1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1123,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1221,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-147,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-5794,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2496,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-5613,Unknown,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-6_family-9098,DNA,C(T-> ii),SC(T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.
rnd-6_family-1353,LINE/Penelope,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-37,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2513,Unknown,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-5303,LTR/ERV4,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-6_family-3393,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1995,LINE/L1-Tx1,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-1486,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-91,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-569,Satellite,C(T-> ii),SC(T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 7.
rnd-6_family-2307,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-9612,DNA/Academ,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-2256,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3604,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-757,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3774,DNA/TcMar-ISRm11,C(),SC(H-> dna transposon),SF(),-
