Repeat,RepeatModeler Classification,Class,Sub-Class,Super-Family,Notes
[rnd-5_family-1398,DNA/hAT-Ac,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 10.TIR consensus length is 17.]
[rnd-5_family-1207,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-298,DNA/TcMar-Pogo,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.]
[rnd-5_family-4190,LTR/Gypsy,C(S_LTR-> i S_SSR-> i),SC(S_LTR-> Short Terminal Repeat S_SSR-> non-ltr retrotransposon),SF(),Terminal Repeat consensus length is 28.Short sequence repeated is NNNNN.]
[rnd-5_family-984,LTR/Gypsy,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.TIR consensus length is 57.]
[rnd-5_family-3208,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1080,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-4528,Unknown,C(S_TIR-> ii S_SSR-> i),SC(S_TIR-> dna transposon S_SSR-> non-ltr retrotransposon),SF(),TIR consensus length is 46.Short sequence repeated is NN.]
[rnd-5_family-410,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-87,Unknown,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAAAA.]
[rnd-5_family-3147,LINE/I,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GT.]
[rnd-5_family-2420,LTR/Gypsy,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 11.TIR consensus length is 109.]
[rnd-5_family-399,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-5_family-1077,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ACAA.]
[rnd-5_family-389,DNA/hAT-Tip100,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-5_family-3921,LTR/ERVL-MaLR,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.TIR consensus length is 22.]
[rnd-5_family-398,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-178,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.]
[rnd-5_family-2606,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1042,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-166,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 76.]
[rnd-5_family-255,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1696,LTR/Pao,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.]
[rnd-5_family-184,DNA/Crypton,C(),SC(H-> dna transposon),SF(),-]
[rnd-5_family-365,DNA/hAT-Tip100,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.]
[rnd-5_family-6458,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.]
[rnd-5_family-972,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1677,LINE/L2,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-5_family-103,Unknown,C(T-> ii),SC(T-> helitron),SF(),No TSD consensus. Maximum TSD length is 10.]
[rnd-5_family-944,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NN.]
[rnd-5_family-3195,LINE/Rex-Babar,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1312,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-5_family-453,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 41.]
[rnd-5_family-2489,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 361.]
[rnd-5_family-2308,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-213,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.]
[rnd-5_family-2301,DNA/CMC-Transib,C(),SC(H-> dna transposon),SF(),-]
[rnd-5_family-5362,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 48.]
[rnd-5_family-319,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1400,RC/Helitron,C(),SC(H-> helitron),SF(),-]
[rnd-5_family-609,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-646,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-5_family-1415,LINE/Penelope,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.]
[rnd-5_family-1336,LTR/Gypsy,C(T-> ii),SC(T-> helitron),SF(),No TSD consensus. Maximum TSD length is 2.]
[rnd-5_family-2734,LTR/Pao,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 42.]
[rnd-5_family-7325,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-5_family-4482,LINE/L2,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 41.]
[rnd-5_family-688,DNA/TcMar-Tigger,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.]
[rnd-5_family-593,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-5_family-179,DNA,C(),SC(H-> dna transposon),SF(),-]
[rnd-5_family-437,buffer,C(),SC(H-> dna transposon),SF(),-]
[rnd-5_family-1642,DNA/Sola,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 34.]
[rnd-5_family-2952,DNA,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.TIR consensus length is 434.]
[rnd-5_family-239,DNA/PiggyBac,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-5_family-1205,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GAC.]
[rnd-5_family-3150,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAAAA.]
[rnd-5_family-3035,DNA,C(),SC(H-> dna transposon),SF(),-]
[rnd-5_family-1039,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1733,LTR,C(),SC(H-> dna transposon),SF(),-]
[rnd-5_family-873,LTR/Gypsy,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 12.]
[rnd-5_family-526,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 8.]
[rnd-5_family-3416,LTR,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 6.]
[rnd-5_family-1076,DNA,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.TIR consensus length is 79.]
[rnd-5_family-2831,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 26.]
[rnd-5_family-5645,DNA/TcMar-Tc1,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 36.]
[rnd-5_family-3714,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 40.]
[rnd-5_family-3438,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-451,DNA/Sola,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-5_family-1021,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-2605,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-391,LINE,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AATA.]
[rnd-5_family-1305,LINE/RTE-BovB,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-5_family-341,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-435,DNA/Academ,C(),SC(H-> dna transposon),SF(),-]
[rnd-5_family-325,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 189.]
[rnd-5_family-132,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1860,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1362,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-4067,DNA/MULE-MuDR,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GG.]
[rnd-5_family-516,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-6296,DNA/hAT-hATw,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 16.]
[rnd-5_family-3780,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 26.]
[rnd-5_family-443,DNA/hAT-Ac,C(T-> i),SC(H-> dna transposon T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 4.]
[rnd-5_family-6312,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 49.]
[rnd-5_family-1090,LINE/Jockey,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.]
[rnd-5_family-6780,LTR/Gypsy,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 6.]
[rnd-5_family-1654,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 25.]
[rnd-5_family-2798,LINE/RTE-X,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATCTT.]
[rnd-5_family-2520,Unknown,C(S_TIR-> ii S_SSR-> i),SC(S_TIR-> dna transposon S_SSR-> non-ltr retrotransposon),SF(),TIR consensus length is 19.Short sequence repeated is NNNNN.]
[rnd-5_family-673,DNA/CMC-EnSpm,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 82.]
[rnd-5_family-4277,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-5_family-5490,DNA/CMC-EnSpm,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 55.]
[rnd-5_family-23,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 121.]
[rnd-5_family-2687,DNA/Academ,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 5.]
[rnd-5_family-2915,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GAC.]
[rnd-5_family-1805,DNA,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.]
[rnd-5_family-4672,LINE/RTE-X,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1354,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-263,LINE/CR1-Zenon,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 8.]
[rnd-5_family-3514,DNA/MuLE-MuDR,C(),SC(H-> dna transposon),SF(),-]
[rnd-5_family-2804,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-7176,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 47.]
[rnd-5_family-1287,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-]
[rnd-5_family-1399,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-3384,LTR/Copia,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-2157,LINE/Penelope,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-5_family-2471,LTR/Pao,C(S_TIR-> ii S_LTR-> i),SC(S_TIR-> dna transposon S_LTR-> Short Terminal Repeat),SF(),TIR consensus length is 109.Terminal Repeat consensus length is 10.]
[rnd-5_family-2,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-5_family-2173,LTR/Gypsy,C(T-> ii),SC(H-> ltr retrotransposon T-> helitron),SF(),Palindrome length is 12.]
[rnd-5_family-3358,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AACTG.]
[rnd-5_family-2306,LTR/Pao,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.]
[rnd-5_family-865,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 23.]
[rnd-5_family-4784,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-3750,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-5453,LINE/R1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 66.]
[rnd-5_family-427,LINE/L1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 30.]
[rnd-5_family-2060,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-5_family-730,DNA/Maverick,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 20.]
[rnd-5_family-4380,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-5_family-404,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTA.]
[rnd-5_family-206,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.]
[rnd-5_family-2637,LINE/Proto1,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-5_family-1229,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-11981,DNA/MuLE-MuDR,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAAAA.]
[rnd-5_family-1098,LTR/Pao,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TATTG.]
[rnd-5_family-4075,DNA/Kolobok-T2,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 37.]
[rnd-5_family-253,LINE/Rex-Babar,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-4732,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1851,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-7913,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-2677,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATGT.]
[rnd-5_family-3029,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-8006,LTR/Gypsy,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.TIR consensus length is 28.]
[rnd-5_family-1239,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-69,DNA/PiggyBac,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 196.]
[rnd-5_family-5865,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 207.]
[rnd-5_family-2013,LTR/Gypsy,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 4.]
[rnd-5_family-2102,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CTA.]
[rnd-5_family-242,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-2287,LTR/ERVK,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GTGT.]
[rnd-5_family-5086,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1233,LTR/ERVK,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-5_family-3074,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1474,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATACC.]
[rnd-5_family-1875,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-116,LTR/Copia,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-436,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.]
[rnd-5_family-560,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AC.]
[rnd-5_family-4166,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-]
[rnd-5_family-3859,Satellite,C(T-> ii S_SSR-> i),SC(T-> helitron S_SSR-> non-ltr retrotransposon),SF(),Palindrome length is 12.Short sequence repeated is CC.]
[rnd-5_family-2578,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 32.]
[rnd-5_family-6157,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-6856,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CTA.]
[rnd-5_family-2366,DNA/Merlin,C(),SC(H-> dna transposon),SF(),-]
[rnd-5_family-2705,DNA/CMC-EnSpm,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 21.]
[rnd-5_family-856,RC/Helitron,C(S_SSR-> i),SC(H-> helitron S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-5_family-4490,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),No TSD consensus. Maximum TSD length is 3.]
[rnd-5_family-4201,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 48.]
[rnd-5_family-2494,DNA/Crypton,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.]
[rnd-5_family-643,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.]
[rnd-5_family-1940,LINE/R1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 349.]
[rnd-5_family-692,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-6452,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-1339,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 24.]
[rnd-5_family-2795,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-4409,LTR/Gypsy,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 5.]
[rnd-5_family-1744,LINE/RTE-BovB,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AG.]
[rnd-5_family-6174,LTR/Copia,C(T-> ii),SC(H-> helitron T-> helitron),SF(),Palindrome length is 12.]
[rnd-5_family-2152,DNA/TcMar-Tc2,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TT.]
[rnd-5_family-3375,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-5_family-7249,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-2181,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-5_family-434,LINE/L2,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-6_family-772,LTR/Copia,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TGA.]
[rnd-6_family-916,DNA/Maverick,C(),SC(H-> dna transposon),SF(),-]
[rnd-6_family-1192,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CTA.]
[rnd-6_family-770,LINE/L2,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-6_family-1025,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-6_family-1740,DNA,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-773,DNA/CMC-EnSpm,C(S_LTR-> i),SC(H-> dna transposon S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 8.]
[rnd-6_family-1482,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-172,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.]
[rnd-6_family-106,LINE/CR1,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 24.]
[rnd-6_family-792,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TAC.]
[rnd-6_family-1574,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 23.]
[rnd-6_family-222,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-129,DNA/hAT-Tip100,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.]
[rnd-6_family-1722,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 115.]
[rnd-6_family-2194,Simple_repeat,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 30.]
[rnd-6_family-242,LINE/RTE-X,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 26.]
[rnd-6_family-700,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-3668,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-2084,DNA/Academ,C(),SC(H-> dna transposon),SF(),-]
[rnd-6_family-1092,LINE/RTE-RTE,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-1112,LTR,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CCCCC.]
[rnd-6_family-597,DNA/Novosib,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 7.]
[rnd-6_family-135,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TATTG.]
[rnd-6_family-3412,LTR/ERV1,C(T-> ii S_SSR-> i),SC(T-> dna transposon S_SSR-> non-ltr retrotransposon),SF(T-> is5/pif/harbinger is630/tc1/mariner),TSD consensus length is 3.Short sequence repeated is ATTTG.]
[rnd-6_family-497,DNA/hAT-Charlie,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 10.]
[rnd-6_family-622,RC/Helitron,C(S_SSR-> i),SC(H-> helitron S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TT.]
[rnd-6_family-618,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 82.]
[rnd-6_family-760,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 7.]
[rnd-6_family-2905,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-1703,DNA,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 67.]
[rnd-6_family-495,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-844,LINE/I,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 146.]
[rnd-6_family-3155,LINE,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CACAC.]
[rnd-6_family-3755,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-5146,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-3770,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-]
[rnd-6_family-154,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.]
[rnd-6_family-1053,Simple_repeat,C(),SC(H-> ltr retrotransposon),SF(),-]
[rnd-6_family-833,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-500,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-564,DNA/CMC-Transib,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 65.]
[rnd-6_family-588,LINE/L2,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
