Repeat,RepeatModeler Classification,Class,Sub-Class,Super-Family,Notes
rnd-5_family-4472,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1629,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-78,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 50.
rnd-6_family-866,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-825,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 26.
rnd-6_family-2241,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 60.
rnd-6_family-600,SINE/MIR,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(H-> sine),Short sequence repeated is ATT.
rnd-6_family-598,LINE/Tad1,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.TIR consensus length is 22.
rnd-6_family-544,DNA/PIF-Harbinger,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 231.
rnd-6_family-1740,DNA/PiggyBac,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 198.
rnd-6_family-1821,DNA/MULE-MuDR,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-743,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 54.
rnd-6_family-1466,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-62,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-585,LTR/ERVK,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.
rnd-6_family-1155,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 200.
rnd-6_family-1607,Simple_repeat,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-1964,LTR/Gypsy,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 6.
rnd-6_family-892,DNA/PiggyBac,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 241.
rnd-6_family-832,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3446,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CTA.
rnd-6_family-1873,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TAT.
rnd-6_family-4608,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-725,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-881,DNA/MuLE-MuDR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-6_family-8903,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 73.
rnd-6_family-446,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-791,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1662,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-761,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 39.
rnd-6_family-1455,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 58.
rnd-6_family-488,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-526,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(H-> i),-
rnd-6_family-5209,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 36.
rnd-6_family-152,buffer,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TAG.
rnd-6_family-654,SINE/MIR,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(H-> sine),Short sequence repeated is TAT.
rnd-6_family-2556,DNA/TcMar-Tigger,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 60.
rnd-6_family-4392,DNA/hAT-Tip100,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.
rnd-6_family-3212,DNA/TcMar-Pogo,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-370,LTR/Gypsy,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-4255,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-6_family-2325,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-1777,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1310,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1859,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-6_family-611,LTR/Pao,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-6_family-327,LTR/Copia,C(S_LTR-> i S_SSR-> i),SC(S_LTR-> Short Terminal Repeat S_SSR-> non-ltr retrotransposon),SF(),Terminal Repeat consensus length is 20.Short sequence repeated is CAT.
rnd-6_family-3267,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 199.
rnd-6_family-1773,LINE/CR1,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATT.
rnd-6_family-3035,DNA/Kolobok-T2,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-805,LTR/Gypsy,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.TIR consensus length is 67.
rnd-6_family-265,DNA/Academ,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-2240,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CTTC.
rnd-6_family-653,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 33.
rnd-6_family-2612,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-4384,LTR/ERVL-MaLR,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 4.
rnd-6_family-630,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3088,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTA.
rnd-6_family-3240,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2983,SINE/MIR,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TAT.
rnd-6_family-937,DNA/MULE-NOF,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-626,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2922,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 22.
rnd-6_family-18,LINE/L2,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AATA.
rnd-6_family-5110,LINE/Rex-Babar,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-636,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NN.
rnd-6_family-211,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-6_family-349,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2820,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-6338,LTR/Pao,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-999,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2886,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-8648,DNA/CMC-EnSpm,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 55.
rnd-6_family-1373,Simple_repeat,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 8.
rnd-6_family-3109,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-6_family-4340,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-6_family-920,DNA/hAT-Tip100,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTATG.
rnd-6_family-170,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-3310,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-1981,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2289,DNA/CMC-Transib,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 26.
rnd-6_family-1052,Unknown,C(T-> ii),SC(T-> helitron),SF(),TSD consensus length is 2.
rnd-6_family-435,DNA,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-6_family-3821,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-3574,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-7892,DNA/CMC-Chapaev,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 56.
rnd-6_family-3775,LTR/Copia,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-4590,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1904,buffer,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-6_family-2415,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AATA.
rnd-6_family-2644,LTR/Copia,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-6_family-3265,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1297,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-4261,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1686,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-2225,LTR/Gypsy,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-6_family-1217,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-6_family-2831,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1937,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1935,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 57.
rnd-6_family-2531,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-6_family-13860,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-93,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3183,LINE/Tad1,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-2235,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-373,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 37.
rnd-6_family-7945,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-6_family-7283,LINE,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTCAA.
rnd-6_family-2400,LINE/L1,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-4553,LINE/L1,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-6_family-2354,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 333.
rnd-6_family-1811,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 26.
rnd-6_family-2700,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 28.
rnd-6_family-1257,LTR/Pao,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-6_family-2940,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 37.
rnd-6_family-479,LINE/L1,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TT.
rnd-6_family-1096,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-8339,LTR/Pao,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-6_family-3899,DNA/P,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 43.
rnd-6_family-2939,LTR/Copia,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-6_family-1965,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AATC.
rnd-6_family-3500,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1102,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1990,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-4154,LINE/RTE-X,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3019,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1853,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-5711,LINE/Penelope,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TATA.
rnd-6_family-7885,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-6_family-17,Simple_repeat,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 24.
rnd-6_family-7327,DNA,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.TIR consensus length is 18.
rnd-6_family-6771,Unknown,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-484,DNA/hAT-Tip100,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 66.
rnd-6_family-1623,LINE/RTE-BovB,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 10.
rnd-6_family-2302,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-4770,LINE/L2,C(T-> i),SC(H-> non-ltr retrotransposon T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-6_family-2178,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-4383,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1425,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2388,DNA/Maverick,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-2048,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-4175,DNA/TcMar-Tc4,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 60.
