Repeat,RepeatModeler Classification,Class,Sub-Class,Super-Family,Notes
rnd-3_family-507,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-4_family-426,LTR/ERV1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 32.
rnd-4_family-180,DNA/CMC-Chapaev-3,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> transib),TSD consensus length is 5.TIR consensus length is 46.
rnd-4_family-248,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-524,DNA/PIF-Harbinger,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 31.
rnd-4_family-1094,DNA/hAT,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 22.
rnd-4_family-126,DNA/Zator,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 24.
rnd-4_family-758,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 34.
rnd-4_family-707,RC/Helitron,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 20.
rnd-4_family-301,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 78.
rnd-4_family-239,RC/Helitron,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 60.
rnd-4_family-506,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-375,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 341.
rnd-4_family-1914,DNA/hAT,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),No TSD consensus. Maximum TSD length is 11.
rnd-4_family-1906,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 32.
rnd-4_family-1562,DNA/Kolobok-T2,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 60.
rnd-4_family-1911,LINE/Tad1,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-4_family-2614,LINE/Tad1,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> transib),TSD consensus length is 5.TIR consensus length is 64.
rnd-4_family-1768,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 33.
rnd-4_family-1091,DNA/CMC-EnSpm,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-4_family-518,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-848,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-845,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-1766,LTR/Pao,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 20.
rnd-4_family-1550,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-4_family-279,DNA/TcMar-Mariner,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 42.
rnd-4_family-454,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 32.
rnd-4_family-1561,LINE/CR1-Zenon,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Poly A trail length is 7.
rnd-4_family-300,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-956,DNA/PiggyBac,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 49.
rnd-4_family-396,LINE/L1-Tx1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 17.
rnd-4_family-53,LINE/CR1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 41.
rnd-4_family-1204,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-4_family-2081,LINE/RTE-BovB,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GAC.
rnd-4_family-756,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-649,LINE/RTE-RTE,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-814,Unknown,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> is630/tc1/mariner),No TSD consensus. Maximum TSD length is 2.TIR consensus length is 33.
rnd-4_family-743,DNA/hAT-Charlie,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 21.
rnd-4_family-419,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 42.
rnd-4_family-1589,LINE/CR1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 53.
rnd-4_family-890,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 115.
rnd-4_family-1209,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 62.
rnd-4_family-1788,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-16,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-175,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-148,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-250,LINE/Rex-Babar,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-685,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-3474,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-4_family-1151,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1370,DNA/CMC-EnSpm,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 115.
rnd-5_family-502,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 39.
rnd-5_family-79,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 22.
rnd-5_family-1195,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-1356,DNA/Maverick,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 23.
rnd-5_family-619,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 29.
rnd-5_family-107,LINE/CR1-Zenon,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1934,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-5_family-247,DNA/Zator,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 32.
rnd-5_family-6219,SINE,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 10.TIR consensus length is 43.
rnd-5_family-3529,Unknown,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 22.
rnd-5_family-2099,LINE/Penelope,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 84.
rnd-5_family-416,Unknown,C(T-> i S_SSR-> i),SC(T-> ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.Short sequence repeated is NNNNN.
rnd-5_family-1208,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 92.
rnd-5_family-1791,Unknown,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 10.TIR consensus length is 32.
rnd-5_family-809,LINE/CR1,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAG.
rnd-5_family-880,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 39.
rnd-5_family-52,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2986,LINE/L2,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-1894,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 87.
rnd-5_family-567,DNA/TcMar,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 24.
rnd-5_family-2951,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 36.
rnd-5_family-4072,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-4694,LTR/ERV4,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 33.
rnd-5_family-12,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 33.
rnd-5_family-2051,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 56.
rnd-5_family-2685,DNA/hAT-Tip100,C(T-> ii S_SSR-> i),SC(T-> dna transposon S_SSR-> non-ltr retrotransposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.Short sequence repeated is CC.
rnd-5_family-2169,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-374,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 31.
rnd-5_family-481,LINE/CR1,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-1445,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 38.
rnd-5_family-1237,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 116.
rnd-5_family-434,DNA/MULE-MuDR,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAAC.
rnd-5_family-4205,Simple_repeat,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 36.
rnd-5_family-1174,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-771,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 71.
rnd-5_family-420,LTR/ERV4,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-5_family-1272,DNA/hAT-Tip100,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-3778,DNA/PIF-Harbinger,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 30.
rnd-5_family-1411,DNA/PIF-Harbinger,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 38.
rnd-5_family-114,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-3771,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1273,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TATG.
rnd-5_family-2476,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 68.
rnd-5_family-876,DNA/PIF-Harbinger,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 32.
rnd-5_family-1628,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1305,LTR,C(T-> i),SC(T-> non-ltr retrotransposon penelope),SF(T-> line/sine),No TSD consensus. Maximum TSD length is 11.
rnd-5_family-1372,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GTA.
rnd-5_family-1386,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 202.
rnd-5_family-2284,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-220,DNA/PIF-Harbinger,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 19.
rnd-5_family-2585,LTR/Gypsy,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-5_family-3069,LTR/ERV1,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-4732,LINE/R1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 64.
rnd-5_family-4858,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 69.
rnd-5_family-1617,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-948,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-5_family-42,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1014,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-82,LTR,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-32,LTR/Gypsy,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.TIR consensus length is 33.
rnd-5_family-2149,LINE/R2-Hero,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-66,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 35.
rnd-5_family-791,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 34.
rnd-5_family-2737,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-5_family-143,LINE/CR1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 19.
rnd-5_family-4747,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2734,DNA/hAT,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-5_family-3135,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 59.
rnd-5_family-2171,DNA/hAT,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CC.
rnd-5_family-1840,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-11030,LTR/Pao,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GGGGG.
rnd-5_family-3238,Satellite,C(T-> ii),SC(T-> helitron),SF(),TSD consensus length is 22.
rnd-5_family-3435,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1075,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-5582,LTR/Pao,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.
rnd-5_family-355,LTR/Copia,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.TIR consensus length is 28.
rnd-5_family-5872,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 357.
rnd-5_family-2603,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2568,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2735,DNA/PIF-Harbinger,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.TIR consensus length is 27.
rnd-5_family-2150,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 37.
rnd-5_family-80,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 17.
rnd-5_family-2793,Unknown,C(S_TIR-> ii T-> ii S_SSR-> i),SC(S_TIR-> dna transposon T-> dna transposon S_SSR-> non-ltr retrotransposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.TIR consensus length is 31.Short sequence repeated is NNNNN.
rnd-5_family-306,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-261,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3623,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 24.
rnd-5_family-2449,LINE/Rex-Babar,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-5_family-2124,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(T-> is5/pif/harbinger is630/tc1/mariner),TSD consensus length is 3.
rnd-5_family-1364,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-5_family-347,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> is5/pif/harbinger is630/tc1/mariner),TSD consensus length is 3.
rnd-5_family-5366,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 28.
rnd-5_family-6321,Satellite,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 102.
rnd-5_family-1835,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 25.
rnd-5_family-344,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 29.
rnd-5_family-4981,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1025,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-5_family-1635,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1487,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-5063,DNA/hAT-Tip100,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.
rnd-5_family-2871,RC/Helitron,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 24.
rnd-5_family-1010,DNA/hAT-Ac,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 246.
rnd-5_family-1063,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4020,LTR/Pao,C(S_TIR-> ii S_LTR-> i),SC(S_TIR-> dna transposon S_LTR-> Short Terminal Repeat),SF(),TIR consensus length is 218.Terminal Repeat consensus length is 8.
rnd-5_family-5906,LINE/RTE-X,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 132.
rnd-5_family-5941,LINE/R2-Hero,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1693,DNA/Dada,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 55.
rnd-5_family-2595,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 172.
rnd-5_family-1643,LINE/Rex-Babar,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4010,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 55.
rnd-5_family-4132,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2001,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-5_family-2195,DNA/CMC-Chapaev,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 44.
rnd-5_family-226,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2296,Unknown,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> transib),TSD consensus length is 5.TIR consensus length is 33.
rnd-5_family-3369,DNA/PIF-Harbinger,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-5_family-5447,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-153,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3082,DNA/Academ,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-1452,DNA/hAT-Ac,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GG.
rnd-5_family-1002,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-5_family-4249,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1864,LINE/Jockey,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 43.
rnd-5_family-3646,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-3786,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TT.
rnd-5_family-766,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1888,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-10881,LTR/ERV1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 24.
rnd-5_family-3930,LTR/Ngaro,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 25.
rnd-5_family-1440,LINE/L1,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-6097,LTR/Pao,C(T-> i),SC(T-> non-ltr retrotransposon penelope),SF(T-> line/sine),No TSD consensus. Maximum TSD length is 11.
rnd-5_family-1486,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 30.
rnd-5_family-1535,LTR,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-4521,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 29.
rnd-5_family-3611,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 4.
rnd-5_family-621,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2192,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3791,LINE/RTE-X,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-5_family-5522,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1437,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3140,SINE/tRNA,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.TIR consensus length is 35.
rnd-5_family-194,DNA/hAT-Ac,C(),SC(H-> dna transposon),SF(),-
rnd-5_family-138,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1259,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-7573,DNA/Maverick,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 7.TIR consensus length is 28.
rnd-5_family-2332,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4258,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-973,LTR/Copia,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> unknown),TSD consensus length is 6.TIR consensus length is 65.
rnd-5_family-3334,RC/Helitron,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-5_family-7342,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-1733,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-10476,LINE/R1,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-2875,Unknown,C(S_LTR-> i S_SSR-> i),SC(S_LTR-> Short Terminal Repeat S_SSR-> non-ltr retrotransposon),SF(),Terminal Repeat consensus length is 37.Short sequence repeated is NNNNN.
rnd-5_family-3131,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2167,DNA/hAT-Ac,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-7287,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-464,DNA/PIF-Harbinger,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 40.
rnd-5_family-2850,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4261,SINE/MIR,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-3687,LTR/Pao,C(T-> ii),SC(T-> helitron),SF(),No TSD consensus. Maximum TSD length is 12.
rnd-5_family-2609,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-7616,DNA/hAT-hAT19,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 9.
rnd-5_family-8852,DNA/TcMar-Tc1,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 146.
rnd-5_family-2064,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4960,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1245,DNA/Kolobok-Hydra,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-937,LTR/ERV1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4131,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-155,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 29.
rnd-5_family-1480,LTR/ERVK,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 16.
rnd-5_family-828,LINE/RTE-X,C(),SC(H-> non-ltr retrotransposon),SF(),-
